chromosome	start	stop	num.mark	seg.mean
18	8591627	8607400	7	0.6011
18	8610640	30522745	11647	0.151
18	30523288	31067500	315	-0.3199
18	31068190	31401850	213	0.0528
18	31403327	32642688	689	-0.3207
18	32645465	33081741	247	0.0619
18	33084257	33384924	187	-0.2854
18	33386784	35830611	1685	0.3586
18	35835374	37405041	974	-0.2892
18	37408943	38110579	488	0.4015
18	38113656	38379816	204	0.7044
18	38383112	38659664	166	10.185
18	38666619	38669973	3	-0.1601
18	38671777	38679982	33	0.6735
18	38680121	38680873	8	0.0569
18	38681152	39845141	788	0.3447
18	39855710	40722895	583	0.0671
18	40724961	41379754	386	-0.2921
18	41385537	41624829	127	0.0367
18	41626891	42685762	681	0.3705
18	42686322	46062093	2410	0.0777
18	46069101	47057392	599	-0.3258
18	47062665	47661647	506	0.0922
18	47663032	61785996	9795	-0.3133
18	61788406	63179312	929	0.0631
18	63183220	63767140	461	-0.3034
18	63767288	63767922	2	-27.206
18	63775595	71544747	5779	-0.2837
18	71545228	71546218	3	-18.674
18	71547752	78015057	4585	-0.2767
19	90910	114299	3	-0.9146
19	232496	41065983	19494	0.1504
19	41066461	41070854	3	-0.5521
19	41071823	41128066	18	0.406
19	41130233	55297883	7496	-0.0717
19	55298580	55326613	16	0.5411
19	55330654	59097854	2313	-0.0796
IBD_Share	12784	1836994	1183	-0.1812
IBD_Share	1838964	2886795	797	0.2063
IBD_Share	2886851	10829416	6217	-0.1686
IBD_Share	10834440	34520473	15808	0.1909
IBD_Share	34523978	34525580	2	-14.425
IBD_Share	34525967	34699315	96	0.1751
IBD_Share	34701394	34727614	40	-0.2461
IBD_Share	34727785	52754468	13053	0.1903
IBD_Share	52754480	52781542	39	0.8572
IBD_Share	52787949	129638078	43141	0.1816
IBD_Share	129638478	129640297	14	-10.224
IBD_Share	129640315	129947942	250	0.3044
IBD_Share	129951509	130051445	99	-0.1709
IBD_Share	130051691	130410719	279	0.443
IBD_Share	130414114	131407189	373	-0.2081
IBD_Share	131477948	131586407	46	0.4305
IBD_Share	131587277	131673223	54	-0.1968
IBD_Share	131677018	133867460	1167	0.1517
IBD_Share	133867555	164737075	18861	-0.1828
IBD_Share	164737372	164737668	2	-32.849
IBD_Share	164738679	180061655	9648	-0.1708
IBD_Share	180067192	180079144	3	-25.025
IBD_Share	180083591	184497523	2808	-0.1278
IBD_Share	184501894	184603324	95	0.5052
IBD_Share	184603375	184640106	31	-0.1489
IBD_Share	184643531	185115369	270	0.4727
IBD_Share	185116339	189265626	2298	-0.1022
IBD_Share	189284361	191035481	1025	0.5078
IBD_Share	191039370	193116003	1305	-0.1148
IBD_Share	193119024	194160496	522	0.4961
IBD_Share	194168720	194214272	29	-0.1256
IBD_Share	194216394	194334473	57	0.5333
IBD_Share	194346376	195123998	365	-0.1278
IBD_Share	195126370	195176213	32	0.5058
IBD_Share	195177020	200397968	3033	-0.1234
IBD_Share	200401183	200990784	338	0.224
IBD_Share	200994962	201055376	34	-0.151
IBD_Share	201059371	201285773	180	0.4978
IBD_Share	201285796	201335060	48	-0.1046
IBD_Share	201338052	201449785	65	0.2153
IBD_Share	201454748	201525039	65	-0.1078
IBD_Share	201525882	203361285	986	0.4585
IBD_Share	203371150	206246227	1749	-0.6087
IBD_Share	206247450	206353568	69	0.1758
IBD_Share	206354468	206486027	92	-0.5995
IBD_Share	206486164	208583728	1329	0.1901
IBD_Share	208585200	208673913	42	-0.2039
IBD_Share	208675376	208825339	86	0.4099
IBD_Share	208830734	208978625	91	0.1525
IBD_Share	208979528	210648677	1080	-0.6366
IBD_Share	210650960	211063879	190	0.1645
IBD_Share	211068757	211166040	55	-0.571
IBD_Share	211168202	211270096	46	0.1899
IBD_Share	211274013	218678883	5039	-0.6233
IBD_Share	218680438	218686122	7	0.5129
IBD_Share	218690487	218699116	12	-0.0059
IBD_Share	218703394	223702389	3089	-0.6478
IBD_Share	223703857	223719969	14	0.4902
IBD_Share	223723577	234650689	6808	-0.6477
IBD_Share	234651800	234657983	6	-1.965
IBD_Share	234661934	241846140	4838	-0.6546
IBD_Share	241865616	241885201	10	0.5363
IBD_Share	241889902	242340279	230	-0.7249
IBD_Share	242344442	242365584	12	0.1574
IBD_Share	242369685	243089456	275	-0.66
20	61305	18833137	14700	-0.6414
20	18841827	18878452	17	0.0591
20	18882220	18882504	3	-0.8948
20	18882842	18987625	86	0.1775
20	18989951	19013604	21	-0.6403
20	19017790	19034933	19	0.2552
20	19042786	19989680	887	-0.6682
20	19993326	20033380	37	0.1083
20	20033755	20048723	16	-0.4492
20	20048865	20136493	77	0.1821
20	20138513	20154716	27	-0.6433
20	20157175	21764132	998	0.0599
20	21767245	21768702	2	-14.247
20	21769811	29428523	3108	0.1079
20	29436802	29493853	17	-0.6251
20	29498271	48200030	11727	0.279
20	48201134	48239644	22	0.5846
20	48244053	48586060	200	0.3203
20	48587353	48616217	15	0.7697
20	48617623	48782534	69	0.4163
20	48791719	48792793	2	-10.839
20	48794917	48837861	30	0.5488
20	48841023	55307296	5070	0.2329
20	55310052	55310124	2	0.9613
20	55316876	56080979	653	-0.1268
20	56083763	60087856	3337	0.1922
20	60090382	61281945	609	-0.1413
20	61282333	61282352	2	-15.515
20	61289239	61605769	166	-0.1169
20	61611400	61935123	121	0.217
20	61945759	62221249	81	-0.1398
20	62222458	62226753	5	-10.204
20	62229989	62956153	306	-0.071
21	10736871	10962100	46	-0.2698
21	10963512	11157989	61	-0.5465
21	11158289	11175912	6	-12.994
21	14345669	29090518	10585	0.0235
21	29093753	29120596	20	-0.707
21	29126577	31555616	1751	0.0281
21	31559572	31572535	14	-0.7806
21	31573110	31584967	5	-0.0889
21	31585157	31593565	6	-0.9765
21	31593833	47953897	11751	-0.1997
21	47954219	48096957	142	0.4189
22	16052528	17615554	466	-0.1252
22	17616510	17701252	53	0.3011
22	17709771	18055605	262	-0.0606
22	18058748	18058885	2	29.624
22	18062891	23574494	3345	0.0433
22	23577112	24288367	462	0.3399
22	24288434	24396814	47	0.7547
22	24401529	25294155	525	0.3051
22	25300658	25659129	294	-0.0202
22	25661376	25711857	25	-0.4457
22	25712173	25736678	36	-0.0698
22	25745901	26889564	1144	-0.4319
22	26890800	28490076	1517	-15.122
22	28493429	33296139	2893	-0.6491
22	33300053	34311598	953	-0.1653
22	34313757	35412768	1011	-0.6219
22	35416848	35596280	189	0.1893
22	35598379	35866497	152	-0.2039
22	35868395	36299431	280	0.1654
22	36299464	36351510	30	-0.6782
22	36352287	36566303	126	-13.149
22	36570828	38077992	992	-0.1953
22	38078673	38461589	165	0.1366
22	38463141	38563471	48	0.5202
22	38564041	38764307	106	-0.1193
22	38767656	39679200	472	0.2372
22	39680514	40479811	404	-0.2096
22	40489721	40492049	4	-0.8339
22	40498805	40531356	21	-0.2546
22	40533189	40793260	141	-0.6869
22	40794590	40794820	2	-28.389
22	40797672	41309669	236	-0.6796
22	41313302	41318910	4	0.4968
22	41320372	41462956	64	-0.6171
22	41464541	41471123	4	0.6018
22	41474787	42399686	626	-0.6579
22	42404036	42563308	71	-0.2209
22	42568411	42696300	79	-0.6556
22	42698574	44248504	951	-1.454
22	44248601	44249905	4	-57.602
22	44250570	44744453	465	-15.066
22	44744884	44745442	3	-63.536
22	44745583	44833001	75	-15.178
22	44835076	44910074	72	-0.1594
22	44914354	46184456	917	-15.915
22	46189123	46202777	11	-0.5284
22	46203102	46271607	43	-13.374
22	46275668	46657939	161	-0.6832
22	46657954	46812585	105	-14.173
22	46812606	46926482	68	-0.6807
22	46929189	46936790	4	-14.843
22	46940069	46960565	14	-0.0362
22	46964816	47079565	63	-16.115
22	47084696	47363256	242	0.1376
22	47365816	47387953	15	-0.7222
22	47388809	47444180	46	-17.352
22	47445079	47504282	51	-0.716
22	47504531	47564992	53	0.2574
22	47567949	47604850	21	-0.1638
22	47604906	47786315	160	0.6571
22	47786610	47803792	14	0.1617
22	47804243	47814513	7	-0.3327
22	47814553	47993943	149	0.4074
22	48005806	48022203	25	-0.6783
22	48022887	48242468	196	-0.1399
22	48242977	48431668	204	-0.6653
22	48431959	48484533	78	-12.849
22	48487194	48594652	107	-0.133
22	48595546	49311216	626	-15.635
22	49313443	49416851	99	-1.074
22	49419748	49799553	394	-0.6906
22	49800072	49817197	23	-1.235
22	49820392	49876931	45	0.9112
22	49878131	49912045	26	0.0986
22	49912307	50492235	286	-13.495
22	50505505	51188478	312	-0.5567
22	51188506	51234455	12	0.1097
3	60345	285287	204	0.7987
3	285316	285783	4	-0.1056
3	285870	314429	29	0.8689
3	314901	533258	216	0.4008
3	535652	581161	30	-0.2448
3	584970	1781803	1071	0.5521
3	1782524	1787581	6	-66.395
3	1789158	1952460	173	0.2972
3	1953413	7456879	4809	-0.139
3	7458710	7567686	126	0.8959
3	7571996	7583801	14	0.4264
3	7585070	10991346	2613	-0.132
3	10995392	11277648	212	0.511
3	11282476	11287651	6	-0.3272
3	11291171	13334143	1504	0.3145
3	13335367	14965507	1131	-0.1582
3	14968226	16040497	634	0.1516
3	16041595	21065354	3013	-0.1587
3	21067025	21136309	55	0.5634
3	21136757	21221626	55	-0.0695
3	21224754	21782164	439	0.2245
3	21786893	21817281	47	-0.0355
3	21817744	22022047	218	0.8685
3	22022601	24456935	1661	-0.1085
3	24459663	24658697	150	0.4672
3	24661842	25768229	1086	-0.1904
3	25769868	31447523	4057	0.3043
3	31448215	32202819	478	0.6631
3	32214816	32249817	38	-0.2019
3	32254711	40286098	5134	0.5344
3	40286486	40600392	176	-0.1939
3	40606810	42506972	1339	0.5493
3	42514848	43644817	612	-0.176
3	43649747	44132988	274	0.6391
3	44134148	44207076	39	0.2591
3	44209680	48816697	2436	0.525
3	48820190	71440146	15834	-0.2086
3	71451645	71729300	177	0.6175
3	71731077	73277428	1132	-0.2266
3	73278965	99207733	12797	0.1641
3	99208461	99218509	2	-15.434
3	99219497	129761124	18562	0.0172
3	129762859	129806236	53	-13.444
3	129806924	136019099	4032	-0.0279
3	136022951	136025426	2	-27.943
3	136038541	162512739	16240	-0.0399
3	162513092	162625995	68	0.6009
3	162626572	175080611	7656	-0.0387
3	175080747	175081325	5	-13.884
3	175086788	175488101	279	-0.0189
3	175490597	175490670	2	-20.522
3	175496682	192874747	11235	-0.0404
3	192877902	192882869	18	0.5253
3	192882888	197838213	2683	0.0139
3	197838338	197896118	23	-0.3701
4	12281	46460	36	-0.2731
4	46760	66719	22	-0.7644
4	68821	2146436	760	0.5453
4	2147949	4015597	854	0.183
4	4025271	4026195	2	-15.009
4	4026268	5762178	1380	0.1985
4	5769667	5770110	3	-17.765
4	5770734	10210390	2746	0.2026
4	10214160	10231498	29	13.098
4	10234214	10235268	7	0.6922
4	10236142	10390715	171	0.1645
4	10392354	10400668	16	-20.329
4	10402718	34779054	16805	0.1672
4	34786500	34824725	38	-24.199
4	34829872	36009934	767	0.1568
4	36011393	36012853	3	-12.484
4	36013141	49115981	8196	0.1542
4	49143263	49658223	37	-0.176
4	49658612	64692979	7571	0.1678
4	64693940	64708258	30	-0.3655
4	64716431	69284591	2862	0.1495
4	69288138	69288142	3	13.976
4	69294799	69375348	20	0.0156
4	69390292	69485840	59	0.5745
4	69485979	116172961	28381	0.1461
4	116172976	116176125	19	-0.6484
4	116180182	143794072	16450	0.1478
4	143794101	143800801	30	-0.5808
4	143800814	144995070	722	0.1314
4	145001475	145009802	4	-0.8537
4	145011510	152990286	4511	0.1551
4	152990893	152994130	5	-10.775
4	152994190	161873658	5671	0.1568
4	161873721	161884600	28	0.5042
4	161884908	172369346	6674	0.1363
4	172374884	172377776	12	12.352
4	172380371	180086215	4783	0.1425
4	180093706	180383910	221	-0.1995
4	180386786	185142490	3547	0.1698
4	185142644	187093988	1374	-0.1831
4	187097398	191027923	2605	0.2152
5	15532	35791	10	-0.3607
5	36344	833628	355	-0.0875
5	852566	863797	2	-15.833
5	866370	1921074	588	-0.0994
5	1922758	1927353	4	0.887
5	1927412	17828138	12610	-0.169
5	17828853	17829787	3	-16.038
5	17833659	18919646	684	-0.2078
5	18919848	18920295	3	-13.208
5	18922434	19911004	610	-0.1854
5	19911685	24603015	2712	0.1417
5	24607446	27666345	1821	-0.1973
5	27667784	34277838	4364	0.1719
5	34278732	34429328	67	0.4687
5	34435320	49459535	6989	0.1718
5	49464306	67072731	11306	-0.2229
5	67076224	70254906	1093	0.094
5	70306659	78323621	5108	-0.2909
5	78324115	80454434	1253	0.019
5	80454773	80952833	284	0.3159
5	80954270	84099867	1876	0.0419
5	84100045	98931133	8143	0.4428
5	98931151	98935246	2	-0.2084
5	98937623	99324810	263	-44.254
5	99325147	99391394	54	0.4461
5	99395067	99448368	20	-1.767
5	99459557	99654495	120	-39.527
5	99656051	103851221	2417	0.494
5	103860373	103860604	4	-0.8136
5	103861049	110921349	4507	0.5195
5	110922764	110941664	26	-0.0101
5	110945974	111031009	65	0.5137
5	111032518	111305987	173	0.0351
5	111315626	111348871	22	0.5831
5	111349320	111482922	99	0.0154
5	111489890	111542008	38	-0.4052
5	111544117	111572119	12	-0.0041
5	111572697	111736600	167	0.3503
5	111737261	111764869	20	-0.187
5	111767345	112116886	310	0.3455
5	112122474	112167666	101	-0.3249
5	112167794	114399269	1578	0.3015
5	114406248	114541440	101	0.0174
5	114542587	114543321	3	-0.8869
5	114549087	114756455	169	0.0372
5	114756637	114756862	5	-10.075
5	114759078	114787925	17	-0.0979
5	114789207	114822737	29	0.5995
5	114824029	128516001	9158	0.0779
5	128539373	128618455	41	0.6362
5	128628052	128658431	20	0.0235
5	128664605	128684279	13	0.7121
5	128687035	128763016	56	0.0245
5	128763684	129087976	213	0.5707
5	129090236	129172631	42	0.8442
5	129173776	129222755	29	-0.0205
5	129229193	129241823	5	-0.9878
5	129245919	129259160	15	0.086
5	129259267	129625384	199	0.3768
5	129639673	133979014	2499	-0.9287
5	133988856	151963064	11368	0.0608
5	151963272	152361911	233	0.3347
5	152362706	160330420	5467	0.0556
5	160333184	161663670	843	-0.3095
5	161665013	162212404	357	0.0245
5	162221666	165009785	1733	-0.3324
5	165011129	165375007	255	0.0197
5	165375029	165376220	2	-10.992
5	165378004	173941657	6501	0.108
5	173941960	174170739	174	0.3498
5	174170911	174188032	14	0.6227
5	174188889	179131143	2717	0.0568
5	179133401	179565708	248	0.3469
5	179566601	180210208	375	0.0521
5	180210223	180255963	29	-0.2873
5	180256003	180374523	55	0.0793
5	180378710	180418103	19	-18.407
5	180433225	180572996	91	0.1366
5	180573442	180684674	66	0.5398
5	180685537	180790320	14	0.2488
6	149661	265143	106	-0.6726
6	267622	291082	12	-17.614
6	294286	294837	5	-0.9115
6	302306	360535	54	-26.298
6	360551	381149	20	-14.456
6	382559	1132869	676	-0.6075
6	1134294	1134303	2	-39.406
6	1134346	29836239	20777	-0.6557
6	29836475	29836703	4	-29.731
6	29836741	29850380	22	-0.1862
6	29871636	29898897	12	-50.872
6	29899677	31277686	648	-0.6711
6	31280823	31317697	15	-15.503
6	31318164	53925204	14258	-0.6515
6	53931067	53931855	9	0.435
6	53935348	57212548	1974	-0.6164
6	57215494	57593970	132	-0.1035
6	57594333	58082323	211	0.2277
6	58082951	58774716	251	-0.5289
6	61886440	64422618	1291	0.1822
6	64422984	64463889	17	0.7025
6	64467319	66088684	958	0.1705
6	66091251	66097969	2	-10.613
6	66099090	66226126	99	0.1835
6	66229244	67040913	551	-0.5954
6	67041451	67043192	6	-2.65
6	67043235	69855769	1970	-0.6117
6	69858909	69862783	2	-27.251
6	69863454	70671295	464	-0.624
6	70672128	74591858	2568	0.2113
6	74592225	74601410	10	10.969
6	74603555	76446587	1128	0.2137
6	76448619	76529110	42	-0.5742
6	76533481	76545141	10	-0.0372
6	76548852	76564337	16	-0.5899
6	76567864	76590087	23	0.26
6	76591114	76609341	9	-0.4836
6	76617918	77014948	242	0.2544
6	77016900	77016926	3	16.146
6	77016993	77436532	296	0.165
6	77439868	77452382	15	-39.544
6	77452392	77452757	6	-12.226
6	77461073	80584152	2066	0.2119
6	80584370	80623960	35	-0.5013
6	80624656	86797933	3844	0.167
6	86799808	87395567	354	-0.5997
6	87399556	87475193	83	0.1668
6	87479329	87756755	140	-0.607
6	87760557	87869555	65	0.1403
6	87870074	87890081	15	0.5018
6	87890370	87901977	5	0.1052
6	87909328	90546179	1653	-0.6674
6	90552941	95197387	3208	0.1675
6	95200176	95213956	15	-0.4207
6	95214271	95234507	11	0.0904
6	95241436	95608333	256	-0.658
6	95617109	95680019	30	0.149
6	95834652	95846854	14	-0.7433
6	95848728	95969875	58	0.1449
6	95978113	95999058	18	-0.2381
6	96001887	96005852	4	0.4137
6	96009525	96034854	20	-0.7055
6	96035410	96059480	13	0.2884
6	96065001	98579673	1472	-0.6571
6	98580446	99443920	549	0.1559
6	99446102	99472249	26	-0.6423
6	99474878	99552165	67	0.1712
6	99554727	99704647	118	-0.2039
6	99707493	101344511	1002	0.1634
6	101351365	102004342	397	-0.621
6	102004540	102037882	18	-0.1634
6	102042953	102060014	20	-0.661
6	102062403	103738314	987	0.1419
6	103738333	103762061	39	-11.854
6	103765470	114221955	6670	0.1521
6	114224841	114225016	2	-22.557
6	114225811	117396020	1764	0.164
6	117400763	121099828	2247	-0.6185
6	121100366	121100696	2	-26.803
6	121101443	124751877	2208	-0.6317
6	124753102	124759120	7	0.3111
6	124762571	124805874	45	-0.6483
6	124808936	124985002	139	0.2314
6	125001627	126157178	787	-0.1621
6	126157284	126172532	12	-0.8132
6	126175185	126494867	170	0.2051
6	126499425	126729058	114	-0.6805
6	126737304	126879152	60	0.1905
6	126879460	126903220	5	-0.362
6	126905634	127846364	501	0.1918
6	127850966	128001107	91	0.6341
6	128008870	128022193	15	0.1485
6	128025366	128290943	160	0.6916
6	128290960	128688237	246	0.3202
6	128690591	129187551	284	0.6947
6	129188082	129692707	365	0.2079
6	129699468	130998191	941	-0.662
6	131002382	131149902	112	0.1939
6	131150127	131657110	325	-0.6309
6	131659223	131739207	55	0.186
6	131745988	132485007	468	-0.628
6	132491272	132499253	5	13.164
6	132506642	133164862	523	-0.6671
6	133168463	133192768	13	0.1929
6	133195235	133227669	14	-0.5889
6	133227993	133399147	104	-0.1687
6	133400196	133430803	13	-0.7369
6	133431518	133459779	26	0.1792
6	133478577	133509655	32	-0.6536
6	133516714	134323330	569	0.3307
6	134325910	135043654	516	-0.6728
6	135049238	135051407	4	0.3368
6	135053168	135064572	14	-0.7922
6	135067026	135123439	37	0.2338
6	135132786	135335429	127	-0.6923
6	135342254	135343238	2	0.5525
6	135349570	136665995	945	-0.6411
6	136669311	136678484	6	0.2913
6	136685674	136730584	27	-0.647
6	136732074	138857164	1493	0.138
6	138857583	138873854	14	-0.753
6	138876411	140943682	1209	0.1658
6	140944546	140954932	8	-0.6253
6	140960359	142052856	576	0.1923
6	142054581	142087444	14	1.338
6	142092295	148812200	4433	0.1739
6	148818409	148887663	51	1.501
6	148892609	149187890	228	10.362
6	149191300	149768079	429	13.054
6	149779185	151620288	1274	0.1705
6	151624908	151639599	14	0.7236
6	151639691	153684628	1547	-0.1876
6	153687504	161108312	4915	-0.6677
6	161113371	161124927	11	0.5618
6	161127596	161478568	230	-0.6452
6	161481593	161515038	31	0.3881
6	161516831	164713980	2620	-0.635
6	164716390	171051005	4321	0.2261
7	43355	9760250	5890	0.2391
7	9762354	16150089	5127	-0.136
7	16150272	19853038	3121	0.2007
7	19854232	20268584	289	-0.1756
7	20271988	20274504	5	-1.43
7	20276994	22124885	1401	-0.1663
7	22128523	22303476	166	0.2335
7	22303881	22704587	281	0.8595
7	22705941	24440719	1343	0.3687
7	24442486	25081431	438	-0.6053
7	25090401	26113809	790	0.279
7	26120809	26132290	19	-0.6534
7	26142392	26199207	29	0.5202
7	26199520	26522546	198	-0.6467
7	26526960	28229757	1152	0.2149
7	28231900	28310590	52	0.6656
7	28312063	28357994	39	0.1674
7	28360735	28570067	217	0.689
7	28575829	28580459	7	0.1743
7	28588465	28634244	30	0.8599
7	28635741	38317570	6851	0.1875
7	38319339	38378730	104	0.46
7	38381971	54380373	11018	0.179
7	54386505	54386517	6	-18.938
7	54393488	54728518	245	0.192
7	54728834	54808323	64	-0.702
7	54809935	54811195	3	0.4398
7	54812143	54840482	13	-0.6611
7	54842549	55043431	161	-0.1643
7	55045304	56648112	1005	-0.6109
7	56651258	56761500	82	-0.1259
7	56762113	56772464	5	-10.888
7	56776865	61987257	566	-0.0993
7	61987294	62531532	178	-0.3796
7	62544557	62643052	48	0.1134
7	62645446	62706416	32	-0.4535
7	62715902	70420438	3895	0.1444
7	70423250	70426141	2	-20.521
7	70428243	72421309	1199	0.1583
7	72421523	72449863	11	-0.5395
7	72449887	73350888	225	0.1349
7	73359084	93303967	11839	-0.6153
7	93304673	93376514	73	0.6399
7	93378729	93431575	41	-0.6546
7	93440310	93469600	13	-0.1813
7	93469699	93607295	96	-0.7194
7	93615838	93657753	20	0.1942
7	93663886	93696516	28	-0.6063
7	93700054	93790411	48	0.1989
7	93804180	93850612	27	-0.7129
7	93851017	94084602	168	0.2459
7	94084983	94150861	32	-0.2984
7	94151498	97401932	2010	-0.6547
7	97401959	97402475	7	-23.166
7	97404240	97609366	106	-0.5575
7	97609419	97612048	4	0.3261
7	97613771	98085633	219	-0.6775
7	98087278	98088932	3	-21.419
7	98090436	101766191	1585	-0.6633
7	101768546	101771546	7	0.2658
7	101801660	105344658	1997	-0.6399
7	105344951	105371685	17	0.1239
7	105375615	105439559	63	-0.684
7	105441972	105451770	9	0.3778
7	105458918	106303454	667	-0.6967
7	106309643	124960759	11276	0.2064
7	124962085	126872148	1336	-0.6244
7	126872509	126877871	10	0.3421
7	126881029	126898623	12	-0.6844
7	126903201	128412982	907	0.2202
7	128413024	128549568	59	-0.5235
7	128564370	128960138	204	0.1764
7	128962371	128989631	16	-0.5577
7	128992237	128994960	4	0.3225
7	129000386	129378918	172	-0.6278
7	129379801	129391158	14	0.4778
7	129393341	129408697	13	-0.6337
7	129427628	129527797	45	0.0898
7	129528643	129988375	228	-0.6731
7	129997731	132192042	1433	0.179
7	132192599	132198041	9	0.7159
7	132201357	132211159	14	0.3793
7	132217786	132241580	16	0.9195
7	132249505	133426302	722	0.1744
7	133427585	133771114	229	-0.6059
7	133774169	133798846	48	-0.039
7	133799154	133837524	27	-0.6541
7	133839584	141870569	5264	0.1972
7	141871251	141883685	15	-0.5718
7	141887466	142474939	386	0.2614
7	142476719	142486045	27	12.162
7	142486115	142493650	12	0.639
7	142499677	143448400	515	0.1448
7	143452888	143568059	43	-0.4204
7	143572166	144319966	489	0.1515
7	144320660	144333051	6	-0.6623
7	144338336	144487880	118	0.1511
7	144491646	145374718	538	-0.6725
7	145379456	147026140	1021	-0.1693
7	147027426	148706951	1191	0.2035
7	148707825	154603521	3566	-0.1781
7	154608118	155464029	744	-0.67
7	155465863	155469636	3	0.5631
7	155475736	156629028	817	-0.6664
7	156629235	156732342	42	0.1972
7	156733147	156749123	17	-0.686
7	156755013	157768397	620	0.2042
7	157770837	157771611	3	-10.493
7	157777861	157788849	7	0.1601
7	157789327	157811101	14	0.6615
7	157811262	159108403	772	0.2259
7	159112411	159127004	32	-0.2584
8	31254	5173873	5538	-0.171
8	5176364	5598764	552	-0.6486
8	5598770	5604327	23	-26.903
8	5604495	7267365	1734	-0.6347
8	7272181	7738435	104	-0.2689
8	7744064	7754293	9	-11.335
8	7754392	8002408	84	-0.3137
8	8003045	12198254	3251	0.1999
8	12216009	12241813	21	0.694
8	12241976	12245241	12	0.097
8	12245257	12247486	7	0.8453
8	12260927	12322592	23	0.1472
8	12322875	12528428	54	-0.1753
8	12530282	14506212	1935	0.2284
8	14506229	14506242	2	-10.626
8	14506345	14509568	11	0.2741
8	14510032	14510074	3	1.149
8	14510396	15400924	773	0.214
8	15401178	15413447	10	-0.6935
8	15423270	18153140	2491	0.2209
8	18154498	18164832	9	-0.5857
8	18169275	24972187	5178	0.2187
8	24974443	24984333	27	-0.1427
8	24991104	38653613	8766	0.2099
8	38653963	38673606	12	-0.6393
8	38681076	38687537	5	0.0967
8	38691139	38721676	18	-0.7228
8	38724972	38741175	12	0.0642
8	38747174	39230659	225	-0.6402
8	39235603	39384124	55	-21.548
8	39384700	40038864	449	-0.6582
8	40044846	40702043	573	0.2305
8	40703367	40717349	11	-0.2043
8	40717738	40763489	36	0.1746
8	40765717	42824485	1233	-0.66
8	42834599	42840440	4	0.216
8	42844821	42852444	5	-0.5344
8	42854150	42886483	15	0.1191
8	42890066	43019415	49	-0.6024
8	43020681	43112492	34	-0.1471
8	43112996	48357029	729	0.1787
8	48357986	51776795	1919	-0.1286
8	51777885	51798082	15	-0.6531
8	51804725	51820183	17	0.9856
8	51827238	51969747	85	-0.6181
8	51970663	51987240	11	0.1262
8	51990646	54333218	1579	-0.6513
8	54335865	54409464	45	0.09
8	54410905	55810265	853	-0.668
8	55810473	55874112	54	-0.1245
8	55875038	57731917	1208	-0.6489
8	57736805	57944932	146	-0.1385
8	57945561	58118052	110	-0.687
8	58127800	58158408	23	0.3149
8	58160802	58175659	14	-0.5906
8	58185117	58200502	10	0.1639
8	58204629	58223563	17	-0.6727
8	58224012	63481485	3601	0.1725
8	63481722	63874594	284	-0.6863
8	63876133	63880875	4	0.5247
8	63881130	64584731	346	0.1817
8	64586736	65165954	341	-0.2009
8	65167618	65387467	125	0.1315
8	65390846	65444320	36	10.371
8	65446429	66845233	698	0.176
8	66847391	66851364	3	0.7781
8	66853340	66913140	26	0.1259
8	66913287	66935288	19	0.7718
8	66935994	67664742	409	0.1463
8	67665004	67964391	113	-0.2461
8	67968733	68556828	307	0.1636
8	68561439	68940822	293	-0.167
8	68941550	69119399	142	0.7055
8	69120892	72826196	2343	-0.1592
8	72830625	72833262	5	0.9216
8	72834784	72842870	9	-0.2356
8	72844334	72887625	23	0.8104
8	72888965	72892232	8	-0.248
8	72900815	72978593	72	0.8581
8	72980652	72980804	2	-0.6386
8	72982817	73190234	143	0.8238
8	73191130	73472871	182	-0.1661
8	73474549	73551796	56	0.9204
8	73564026	73566016	3	-0.1354
8	73566461	73708137	150	0.4943
8	73708677	73739252	24	0.0611
8	73743176	73786308	33	11.703
8	73786480	73839316	49	0.2264
8	73842332	74131523	222	-0.2056
8	74136690	74195243	36	0.688
8	74195456	74330872	105	-0.1714
8	74332796	74333965	3	0.7805
8	74339036	74344166	8	-0.1056
8	74348609	74390244	32	0.7255
8	74390785	75025714	348	-0.1985
8	75026019	77000950	1209	0.1972
8	77008812	77033535	11	0.722
8	77034914	77042154	6	0.2228
8	77043597	77070903	29	0.7123
8	77075999	77824032	441	0.2169
8	77825533	78472630	403	10.384
8	78476100	78950478	273	0.6876
8	78955233	79232764	163	0.2642
8	79233287	79831888	349	-0.6025
8	79834090	79836335	3	0.4273
8	79844871	79923281	54	-0.6507
8	79932946	79962625	16	0.4933
8	79964140	79968833	3	-0.4529
8	79969213	80108608	79	0.7971
8	80113994	81482484	805	-0.6674
8	81486891	81497016	5	0.5869
8	81498159	81520677	20	0.1597
8	81529202	81635465	62	0.6792
8	81638986	81691196	19	0.1087
8	81701447	82157134	316	0.7245
8	82158027	82556146	239	0.18
8	82557466	82608878	26	0.6818
8	82611708	82813147	105	0.1382
8	82819811	82915460	50	0.7909
8	82915869	82974779	37	11.709
8	82976242	83763521	461	0.6434
8	83767803	83867807	53	0.1234
8	83869568	85588580	989	0.8458
8	85588903	86017943	181	12.449
8	86018373	86107836	58	0.6863
8	86108028	86348772	127	11.504
8	86348830	86850336	153	0.8398
8	86850618	87010204	109	0.6034
8	87011077	87021188	7	10.223
8	87021661	87057510	32	0.6144
8	87057661	87088076	21	0.9959
8	87088396	87438807	193	0.6379
8	87446789	87465644	5	-0.5037
8	87467096	89476075	1127	0.6559
